signal_id,signal_time,ticker,contract_type,strike,expiry_date,dte_label,confluence_score,posted,stock_at_signal,premium_at_signal,entry_trigger,stock_target,stop_level,entered_on_trigger,premium_at_trigger,stock_at_trigger,hit_target,hit_stop,premium_at_exit_ts,premium_path,premium_at_close,stock_at_close,pnl_signal_hold,pnl_signal_exit,pnl_trigger_hold,pnl_trigger_exit,pnl_premium_rule,premium_rule_outcome,status,last_update
AMZN_2026-08-05T10:33:02-04:00,2026-08-05T10:33:02-04:00,AMZN,PUT,277.5,2026-08-07,1DTE,68,,277.81,4.03,277.81,273.85,,yes,3.97,276.87,yes,no,4.47,"[[""10:39"", 3.97], [""10:41"", 3.72], [""10:51"", 3.33], [""11:01"", 3.42], [""11:13"", 3.42], [""11:23"", 3.45], [""11:32"", 3.97], [""11:44"", 4.17], [""11:51"", 4.47], [""12:12"", 5.8], [""12:22"", 6.35], [""12:33"", 6.5], [""12:53"", 6.15], [""13:01"", 6.17], [""13:21"", 6.17], [""13:42"", 7.15], [""13:51"", 6.92]]",6.65,,65.0,10.9,67.5,12.6,,,DONE,2026-08-05T16:05:40-04:00
MSFT_2026-08-05T10:35:06-04:00,2026-08-05T10:35:06-04:00,MSFT,PUT,490.0,2026-08-07,1DTE,68,,490.0,6.8,490.0,485.5,,yes,5.2,489.86,no,no,,"[[""10:39"", 6.47], [""10:41"", 6.03], [""10:51"", 5.83], [""11:01"", 5.2], [""11:13"", 5.2], [""11:23"", 5.57], [""11:32"", 5.12], [""11:44"", 4.58], [""11:51"", 5.55], [""12:12"", 6.0], [""12:22"", 6.0], [""12:33"", 6.28], [""12:53"", 5.95], [""13:01"", 5.97], [""13:21"", 6.38], [""13:42"", 6.25], [""13:51"", 6.0]]",4.95,,-27.2,,-4.8,,,,DONE,2026-08-05T16:05:40-04:00
TSLA_2026-08-05T10:38:06-04:00,2026-08-05T10:38:06-04:00,TSLA,PUT,322.5,2026-08-07,1DTE,58,,324.0,4.38,324.0,319.0,,yes,4.47,324.0,no,no,,"[[""10:39"", 4.47], [""10:41"", 3.88], [""10:51"", 4.2], [""11:01"", 4.17], [""11:13"", 4.7], [""11:23"", 4.38], [""11:32"", 4.78], [""11:44"", 5.05], [""11:51"", 4.82], [""12:12"", 4.97], [""12:22"", 4.6], [""12:33"", 4.75], [""12:53"", 4.38], [""13:01"", 4.1], [""13:21"", 4.03], [""13:42"", 3.95], [""13:51"", 4.1]]",4.9,,11.9,,9.6,,,,DONE,2026-08-05T16:05:40-04:00
QQQ_2026-08-05T10:39:05-04:00,2026-08-05T10:39:05-04:00,QQQ,PUT,723.0,2026-08-06,1DTE,67,,724.9,4.06,724.9,719.0,,yes,4.06,724.16,no,no,,"[[""10:39"", 4.06], [""10:41"", 3.67], [""10:51"", 4.38], [""11:01"", 4.18], [""11:13"", 4.36], [""11:23"", 4.25], [""11:32"", 4.79], [""11:44"", 4.83], [""11:51"", 4.48], [""12:12"", 5.17], [""12:22"", 5.42], [""12:33"", 5.3], [""12:53"", 4.61], [""13:01"", 4.52], [""13:21"", 4.7], [""13:42"", 4.46], [""13:51"", 4.67]]",5.18,,27.6,,27.6,,,,DONE,2026-08-05T16:05:40-04:00
META_2026-08-05T11:12:36-04:00,2026-08-05T11:12:36-04:00,META,PUT,590.0,2026-08-07,1DTE,58,,589.09,7.7,589.09,583.5,,yes,7.78,587.64,yes,no,11.85,"[[""11:13"", 7.7], [""11:23"", 7.78], [""11:32"", 8.15], [""11:44"", 9.95], [""11:51"", 9.75], [""12:12"", 11.85], [""12:22"", 12.43], [""12:33"", 11.85], [""12:53"", 12.1], [""13:01"", 11.8], [""13:21"", 11.05], [""13:42"", 11.25], [""13:51"", 11.12]]",9.47,,23.0,53.9,21.7,52.3,,,DONE,2026-08-05T16:05:40-04:00
NVDA_2026-08-05T11:43:07-04:00,2026-08-05T11:43:07-04:00,NVDA,CALL,220.0,2026-08-07,1DTE,62,,220.5,2.75,220.5,222.2,,yes,3.1,221.26,no,no,,"[[""11:44"", 2.57], [""11:51"", 2.98], [""12:12"", 2.45], [""12:22"", 2.71], [""12:33"", 3.1], [""12:53"", 3.6], [""13:01"", 3.77], [""13:21"", 3.38], [""13:42"", 3.73], [""13:51"", 3.42]]",3.08,,12.0,,-0.6,,,,DONE,2026-08-05T16:05:40-04:00
SPY_2026-08-05T11:44:41-04:00,2026-08-05T11:44:41-04:00,SPY,PUT,770.0,2026-08-06,1DTE,58,,771.5,2.17,771.5,768.5,,yes,2.11,771.35,no,no,,"[[""11:44"", 2.17], [""11:51"", 2.11], [""12:12"", 2.32], [""12:22"", 2.45], [""12:33"", 2.36], [""12:53"", 1.94], [""13:01"", 1.94], [""13:21"", 2.0], [""13:42"", 1.75], [""13:51"", 1.81]]",1.52,,-30.0,,-28.0,,,,DONE,2026-08-05T16:05:40-04:00
AAPL_2026-08-05T13:21:27-04:00,2026-08-05T13:21:27-04:00,AAPL,CALL,310.0,2026-08-07,1DTE,58,,310.5,2.5,310.5,312.0,,no,,,no,no,,"[[""13:21"", 2.5], [""13:42"", 2.8], [""13:51"", 3.02]]",3.15,,26.0,,,,,,DONE,2026-08-05T16:05:40-04:00
AAPL_2026-08-06T10:31:31-04:00,2026-08-06T10:31:31-04:00,AAPL,CALL,312.5,2026-08-07,1DTE,62,,311.5,2.63,311.5,315.5,,yes,2.31,312.31,no,no,,"[[""10:38"", 2.32], [""10:44"", 2.31], [""10:52"", 2.65], [""11:03"", 2.38], [""11:31"", 1.44], [""11:44"", 1.29], [""12:16"", 1.27], [""13:27"", 1.56], [""13:44"", 1.67]]",1.84,,-30.0,,-20.3,,,,DONE,2026-08-06T20:55:00-04:00
NVDA_2026-08-06T10:34:10-04:00,2026-08-06T10:34:10-04:00,NVDA,PUT,220.0,2026-08-07,1DTE,58,,218.5,2.36,218.5,215.5,,yes,3.02,218.04,no,no,,"[[""10:38"", 2.83], [""10:44"", 2.47], [""10:52"", 2.83], [""11:03"", 3.24], [""11:31"", 3.02], [""11:44"", 3.42], [""12:16"", 3.12], [""13:27"", 2.29], [""13:44"", 2.63]]",2.36,,0.0,,-21.9,,,,DONE,2026-08-06T20:55:00-04:00
QQQ_2026-08-06T10:35:07-04:00,2026-08-06T10:35:07-04:00,QQQ,PUT,717.0,2026-08-07,1DTE,72,,717.0,3.88,717.0,710.0,,yes,4.0,716.28,no,no,,"[[""10:38"", 4.17], [""10:44"", 4.0], [""10:52"", 4.71], [""11:03"", 3.85], [""11:31"", 3.76], [""11:44"", 4.47], [""12:16"", 5.75], [""13:27"", 4.27], [""13:44"", 4.73]]",4.05,,4.4,,1.2,,,,DONE,2026-08-06T20:55:00-04:00
MSFT_2026-08-06T10:36:07-04:00,2026-08-06T10:36:07-04:00,MSFT,PUT,485.0,2026-08-07,1DTE,72,,489.14,1.23,489.14,480.0,,yes,1.14,487.46,no,no,,"[[""10:38"", 1.14], [""10:44"", 0.99], [""10:52"", 0.97], [""11:03"", 0.8], [""11:31"", 1.02], [""11:44"", 1.01], [""12:16"", 1.09], [""13:27"", 0.71], [""13:44"", 0.77]]",0.39,,-68.3,,-65.8,,,,DONE,2026-08-06T20:55:00-04:00
SPY_2026-08-06T10:37:03-04:00,2026-08-06T10:37:03-04:00,SPY,PUT,769.0,2026-08-07,1DTE,72,,769.5,2.09,769.5,765.33,,yes,2.28,768.79,no,no,,"[[""10:38"", 2.16], [""10:44"", 1.96], [""10:52"", 2.21], [""11:03"", 1.98], [""11:31"", 2.28], [""11:44"", 2.7], [""12:16"", 3.25], [""13:27"", 2.75], [""13:44"", 2.66]]",2.23,,6.7,,-2.2,,,,DONE,2026-08-06T20:55:00-04:00
TSLA_2026-08-06T10:38:06-04:00,2026-08-06T10:38:06-04:00,TSLA,PUT,320.0,2026-08-07,1DTE,72,,321.5,3.04,321.5,314.5,,yes,3.16,321.14,no,no,,"[[""10:38"", 3.13], [""10:44"", 3.16], [""10:52"", 3.95], [""11:03"", 2.91], [""11:31"", 2.56], [""11:44"", 3.05], [""12:16"", 4.19], [""13:27"", 4.28], [""13:44"", 4.62]]",3.1,,2.0,,-1.9,,,,DONE,2026-08-06T20:55:00-04:00
META_2026-08-06T10:43:10-04:00,2026-08-06T10:43:10-04:00,META,CALL,595.0,2026-08-07,1DTE,58,,593.0,4.97,593.0,601.0,,yes,4.97,593.2,no,no,,"[[""10:44"", 4.97], [""10:52"", 4.69], [""11:03"", 4.86], [""11:31"", 3.88], [""11:44"", 3.88], [""12:16"", 3.78], [""13:27"", 3.26], [""13:44"", 3.22]]",3.17,,-36.2,,-36.2,,,,DONE,2026-08-06T20:55:00-04:00
MSFT_2026-08-06T10:43:58-04:00,2026-08-06T10:43:58-04:00,MSFT,CALL,500.0,2026-08-07,1DTE,58,,497.48,3.79,497.48,501.5,,yes,3.41,498.42,no,no,,"[[""10:44"", 3.77], [""10:52"", 3.31], [""11:03"", 3.41], [""11:31"", 2.79], [""11:44"", 2.67], [""12:16"", 2.06], [""13:27"", 2.6], [""13:44"", 2.33]]",4.05,,6.9,,18.8,,,,DONE,2026-08-06T20:55:00-04:00
NVDA_2026-08-06T13:19:22-04:00,2026-08-06T13:19:22-04:00,NVDA,CALL,220.0,2026-08-07,1DTE,58,,219.53,1.83,219.53,222.5,,no,,,no,no,,"[[""13:27"", 1.7], [""13:44"", 1.42]]",1.39,,-24.0,,,,,,DONE,2026-08-06T20:55:00-04:00
AAPL_2026-08-07T10:32:40-04:00,2026-08-07T10:32:40-04:00,AAPL,CALL,315.0,2026-08-10,1DTE,58,,313.5,1.91,313.5,317.5,,yes,1.69,314.11,no,no,,"[[""10:44"", 1.69], [""11:02"", 1.55], [""11:12"", 1.48], [""11:22"", 1.17], [""11:34"", 0.99], [""11:44"", 0.98], [""11:53"", 0.86], [""12:03"", 0.91], [""12:13"", 0.71], [""12:22"", 0.78], [""12:38"", 0.84], [""12:54"", 0.84], [""13:04"", 0.88], [""13:44"", 0.95]]",0.99,,-48.2,,-41.4,,,,DONE,2026-08-07T16:05:40-04:00
AMZN_2026-08-07T10:34:13-04:00,2026-08-07T10:34:13-04:00,AMZN,CALL,277.5,2026-08-10,1DTE,58,,276.5,1.77,276.5,278.8,,yes,1.97,276.84,no,no,,"[[""10:44"", 1.88], [""11:02"", 1.97], [""11:12"", 1.84], [""11:22"", 2.31], [""11:34"", 2.62], [""11:44"", 2.29], [""11:53"", 2.21], [""12:03"", 2.12], [""12:13"", 2.16], [""12:22"", 1.79], [""12:38"", 1.52], [""12:54"", 1.29], [""13:04"", 1.16], [""13:44"", 0.97]]",1.03,,-41.8,,-47.7,,,,DONE,2026-08-07T16:05:40-04:00
META_2026-08-07T10:35:48-04:00,2026-08-07T10:35:48-04:00,META,CALL,597.5,2026-08-10,1DTE,58,,597.93,4.92,597.93,600.5,,yes,6.08,598.11,no,no,,"[[""10:44"", 5.97], [""11:02"", 6.09], [""11:12"", 5.76], [""11:22"", 5.62], [""11:34"", 4.92], [""11:44"", 5.21], [""11:53"", 5.03], [""12:03"", 4.28], [""12:13"", 4.38], [""12:22"", 4.4], [""12:38"", 3.96], [""12:54"", 3.84], [""13:04"", 3.29], [""13:44"", 3.11]]",3.62,,-26.4,,-40.5,,,,DONE,2026-08-07T16:05:40-04:00
MSFT_2026-08-07T10:37:30-04:00,2026-08-07T10:37:30-04:00,MSFT,CALL,505.0,2026-08-10,1DTE,62,,504.5,3.12,504.5,506.5,,no,,,no,no,,"[[""10:44"", 3.08], [""11:02"", 2.46], [""11:12"", 2.83], [""11:22"", 2.72], [""11:34"", 2.39], [""11:44"", 3.05], [""11:53"", 3.05], [""12:03"", 3.01], [""12:13"", 2.92], [""12:22"", 2.89], [""12:38"", 2.76], [""12:54"", 2.58], [""13:04"", 1.77], [""13:44"", 1.53]]",1.6,,-48.7,,,,,,DONE,2026-08-07T16:05:40-04:00
NVDA_2026-08-07T10:39:28-04:00,2026-08-07T10:39:28-04:00,NVDA,CALL,225.0,2026-08-10,1DTE,62,,223.5,1.38,223.5,225.0,,yes,1.58,223.82,no,no,,"[[""10:44"", 1.27], [""11:02"", 1.54], [""11:12"", 1.56], [""11:22"", 1.65], [""11:34"", 1.98], [""11:44"", 1.85], [""11:53"", 1.69], [""12:03"", 1.35], [""12:13"", 1.41], [""12:22"", 1.25], [""12:38"", 1.03], [""12:54"", 0.92], [""13:04"", 0.83], [""13:44"", 0.84]]",1.13,,-18.1,,-28.5,,,,DONE,2026-08-07T16:05:40-04:00
QQQ_2026-08-07T10:41:18-04:00,2026-08-07T10:41:18-04:00,QQQ,CALL,679.0,2026-08-10,1DTE,62,,720.42,40.9,720.42,723.0,,yes,40.68,720.7,yes,no,44.54,"[[""10:44"", 40.68], [""11:02"", 41.11], [""11:12"", 43.11], [""11:22"", 42.05], [""11:34"", 44.54], [""11:44"", 43.43], [""11:53"", 43.84], [""12:03"", 42.95], [""12:13"", 43.69], [""12:22"", 43.53], [""12:38"", 41.96], [""12:54"", 42.0], [""13:04"", 41.81], [""13:44"", 42.06]]",43.01,,5.2,8.9,5.7,9.5,,,DONE,2026-08-07T16:05:40-04:00
SPY_2026-08-07T10:43:00-04:00,2026-08-07T10:43:00-04:00,SPY,CALL,773.0,2026-08-10,1DTE,58,,773.35,2.15,773.35,774.5,,yes,2.73,773.74,no,no,,"[[""10:44"", 2.04], [""11:02"", 2.25], [""11:12"", 2.59], [""11:22"", 2.43], [""11:34"", 2.73], [""11:44"", 2.37], [""11:53"", 2.5], [""12:03"", 2.3], [""12:13"", 2.4], [""12:22"", 2.17], [""12:38"", 1.71], [""12:54"", 1.9], [""13:04"", 1.79], [""13:44"", 1.71]]",2.09,,-2.8,,-23.4,,,,DONE,2026-08-07T16:05:40-04:00
TSLA_2026-08-07T10:44:37-04:00,2026-08-07T10:44:37-04:00,TSLA,CALL,330.0,2026-08-10,1DTE,62,,328.0,3.5,328.0,333.5,,yes,4.23,329.92,no,no,,"[[""10:44"", 3.48], [""11:02"", 4.23], [""11:12"", 4.08], [""11:22"", 4.2], [""11:34"", 5.9], [""11:44"", 4.63], [""11:53"", 5.13], [""12:03"", 4.66], [""12:13"", 4.73], [""12:22"", 3.84], [""12:38"", 3.37], [""12:54"", 2.78], [""13:04"", 2.46], [""13:44"", 2.37]]",2.37,,-32.3,,-44.0,,,,DONE,2026-08-07T16:05:40-04:00
AMZN_2026-08-10T10:34:11-04:00,2026-08-10T10:34:11-04:00,AMZN,CALL,280.0,2026-08-12,1DTE,58,,279.0,2.16,279.0,281.5,,yes,2.75,279.35,no,no,,"[[""10:43"", 1.99], [""10:59"", 1.92], [""11:12"", 2.35], [""11:22"", 2.74], [""11:44"", 2.49], [""11:53"", 2.82], [""12:03"", 2.54], [""12:11"", 2.59], [""12:22"", 1.89], [""12:33"", 1.96], [""12:44"", 1.73], [""12:55"", 1.65], [""13:04"", 1.63], [""13:12"", 1.75], [""13:22"", 1.84], [""13:32"", 1.71], [""13:54"", 1.48]]",1.5,,-30.6,,-45.5,,,,DONE,2026-08-10T16:05:45-04:00
META_2026-08-10T10:35:46-04:00,2026-08-10T10:35:46-04:00,META,CALL,605.0,2026-08-12,1DTE,62,,604.5,6.97,604.5,610.5,,no,,,no,no,,"[[""10:43"", 7.24], [""10:59"", 6.77], [""11:12"", 5.83], [""11:22"", 5.17], [""11:44"", 4.9], [""11:53"", 4.98], [""12:03"", 4.81], [""12:11"", 4.97], [""12:22"", 4.38], [""12:33"", 3.53], [""12:44"", 2.73], [""12:55"", 2.91], [""13:04"", 2.88], [""13:12"", 2.81], [""13:22"", 2.88], [""13:32"", 3.03], [""13:54"", 2.58]]",2.57,,-63.1,,,,,,DONE,2026-08-10T16:05:45-04:00
MSFT_2026-08-10T10:37:27-04:00,2026-08-10T10:37:27-04:00,MSFT,CALL,512.5,2026-08-12,1DTE,62,,512.5,4.9,512.5,517.5,,yes,4.64,512.96,no,no,,"[[""10:43"", 4.64], [""10:59"", 3.54], [""11:12"", 3.29], [""11:22"", 3.16], [""11:44"", 3.58], [""11:53"", 3.72], [""12:03"", 3.89], [""12:11"", 4.05], [""12:22"", 3.75], [""12:33"", 3.26], [""12:44"", 2.75], [""12:55"", 2.43], [""13:04"", 2.81], [""13:12"", 2.69], [""13:22"", 2.75], [""13:32"", 2.91], [""13:54"", 2.02]]",1.56,,-68.2,,-66.4,,,,DONE,2026-08-10T16:05:45-04:00
QQQ_2026-08-10T10:40:36-04:00,2026-08-10T10:40:36-04:00,QQQ,CALL,725.0,2026-08-11,1DTE,58,,723.85,2.79,723.85,727.0,,no,,,no,no,,"[[""10:43"", 2.58], [""10:59"", 2.22], [""11:12"", 2.22], [""11:22"", 1.9], [""11:44"", 1.6], [""11:53"", 2.01], [""12:03"", 2.13], [""12:11"", 1.96], [""12:22"", 1.88], [""12:33"", 1.6], [""12:44"", 1.4], [""12:55"", 1.4], [""13:04"", 1.47], [""13:12"", 1.67], [""13:22"", 1.6], [""13:32"", 1.56], [""13:54"", 1.23]]",1.07,,-61.6,,,,,,DONE,2026-08-10T16:05:45-04:00
TSLA_2026-08-10T10:42:02-04:00,2026-08-10T10:42:02-04:00,TSLA,CALL,332.5,2026-08-12,1DTE,58,,331.0,3.62,331.0,334.5,,yes,3.69,331.55,no,no,,"[[""10:43"", 3.69], [""10:59"", 3.55], [""11:12"", 3.08], [""11:22"", 3.29], [""11:44"", 2.98], [""11:53"", 3.5], [""12:03"", 4.0], [""12:11"", 3.7], [""12:22"", 3.22], [""12:33"", 3.15], [""12:44"", 2.83], [""12:55"", 2.88], [""13:04"", 2.84], [""13:12"", 2.76], [""13:22"", 2.88], [""13:32"", 2.58], [""13:54"", 2.62]]",2.88,,-20.4,,-22.0,,,,DONE,2026-08-10T16:05:45-04:00
SPY_2026-08-10T10:43:33-04:00,2026-08-10T10:43:33-04:00,SPY,CALL,775.0,2026-08-11,1DTE,58,,774.75,1.71,774.75,776.5,,no,,,no,no,,"[[""10:43"", 1.71], [""10:59"", 1.42], [""11:12"", 1.33], [""11:22"", 1.44], [""11:44"", 1.27], [""11:53"", 1.42], [""12:03"", 1.48], [""12:11"", 1.38], [""12:22"", 1.23], [""12:33"", 0.99], [""12:44"", 0.81], [""12:55"", 0.84], [""13:04"", 0.9], [""13:12"", 0.99], [""13:22"", 0.99], [""13:32"", 0.98], [""13:54"", 0.81]]",0.76,,-55.6,,,,,,DONE,2026-08-10T16:05:45-04:00
AAPL_2026-08-10T11:42:15-04:00,2026-08-10T11:42:15-04:00,AAPL,PUT,305.0,2026-08-12,1DTE,72,,305.9,1.81,305.9,303.75,,yes,2.37,305.51,no,no,,"[[""11:44"", 1.81], [""11:53"", 1.65], [""12:03"", 1.64], [""12:11"", 2.17], [""12:22"", 2.21], [""12:33"", 2.37], [""12:44"", 2.21], [""12:55"", 1.99], [""13:04"", 1.81], [""13:12"", 1.85], [""13:22"", 1.81], [""13:32"", 1.71], [""13:54"", 1.76]]",1.27,,-29.8,,-46.4,,,,DONE,2026-08-10T16:05:45-04:00
META_2026-08-11T10:34:04-04:00,2026-08-11T10:34:04-04:00,META,CALL,610.0,2026-08-12,1DTE,58,,609.0,5.67,609.0,619.0,,yes,5.5,609.63,no,no,,"[[""10:43"", 5.5], [""10:56"", 6.16], [""11:02"", 6.07], [""11:13"", 4.18], [""11:22"", 5.82], [""11:45"", 3.99], [""11:55"", 3.66], [""12:02"", 3.7], [""12:11"", 3.6], [""12:21"", 3.32], [""12:55"", 2.79], [""13:05"", 2.46], [""13:11"", 2.56], [""13:31"", 3.04]]",1.71,,-69.8,,-68.9,,,,DONE,2026-08-11T16:05:41-04:00
TSLA_2026-08-11T10:39:05-04:00,2026-08-11T10:39:05-04:00,TSLA,CALL,335.0,2026-08-12,1DTE,58,,335.0,2.76,335.0,339.5,,yes,3.25,335.19,no,no,,"[[""10:43"", 3.51], [""10:56"", 3.25], [""11:02"", 3.02], [""11:13"", 3.01], [""11:22"", 2.63], [""11:45"", 2.62], [""11:56"", 2.14], [""12:02"", 2.34], [""12:11"", 2.42], [""12:21"", 1.96], [""12:55"", 1.83], [""13:05"", 1.63], [""13:11"", 1.69], [""13:31"", 1.74]]",1.69,,-38.8,,-48.0,,,,DONE,2026-08-11T16:05:41-04:00
AMZN_2026-08-11T11:11:49-04:00,2026-08-11T11:11:49-04:00,AMZN,PUT,272.5,2026-08-12,1DTE,58,,272.5,2.16,272.5,269.7,,yes,2.22,272.23,no,no,,"[[""11:13"", 1.86], [""11:22"", 1.71], [""11:45"", 1.96], [""11:56"", 2.22], [""12:02"", 2.1], [""12:11"", 2.06], [""12:21"", 2.46], [""12:55"", 2.15], [""13:05"", 2.27], [""13:11"", 2.21], [""13:31"", 2.09]]",1.9,,-12.0,,-14.4,,,,DONE,2026-08-11T16:05:41-04:00
NVDA_2026-08-11T12:52:22-04:00,2026-08-11T12:52:22-04:00,NVDA,PUT,217.5,2026-08-12,1DTE,62,,217.9,1.62,217.9,215.25,,yes,1.75,217.65,no,no,,"[[""12:55"", 1.69], [""13:05"", 1.73], [""13:11"", 2.08], [""13:31"", 1.98]]",1.9,,17.3,,8.6,,,,DONE,2026-08-11T16:05:41-04:00
AAPL_2026-08-11T13:02:32-04:00,2026-08-11T13:02:32-04:00,AAPL,PUT,305.0,2026-08-12,1DTE,62,,305.9,1.06,305.9,303.5,,no,,,no,no,,"[[""13:05"", 1.04], [""13:11"", 1.1], [""13:31"", 1.02]]",2.07,,95.3,,,,,,DONE,2026-08-11T16:05:41-04:00
MSFT_2026-08-11T13:11:52-04:00,2026-08-11T13:11:52-04:00,MSFT,CALL,502.5,2026-08-12,1DTE,58,,502.5,3.27,502.5,505.5,,yes,3.22,502.62,no,no,,"[[""13:11"", 3.27], [""13:31"", 3.22]]",2.88,,-11.9,,-10.6,,,,DONE,2026-08-11T16:05:41-04:00
NVDA_2026-08-12T10:37:37-04:00,2026-08-12T10:37:37-04:00,NVDA,CALL,225.0,2026-08-14,1DTE,63,,224.5,2.26,224.5,226.5,,no,,,no,no,,"[[""10:41"", 2.52], [""10:58"", 2.1], [""11:32"", 2.0], [""11:46"", 1.63], [""11:52"", 1.77], [""12:03"", 1.68], [""12:31"", 1.69], [""12:54"", 2.01], [""13:02"", 2.12], [""13:12"", 2.08], [""13:41"", 2.04]]",1.54,,-31.9,,,,-31.9,CLOSE,DONE,2026-08-12T16:05:34-04:00
QQQ_2026-08-12T10:38:54-04:00,2026-08-12T10:38:54-04:00,QQQ,CALL,727.0,2026-08-13,1DTE,62,,726.0,2.35,726.0,729.0,,no,,,no,no,,"[[""10:41"", 2.41], [""10:58"", 1.87], [""11:32"", 1.56], [""11:46"", 1.32], [""11:52"", 1.43], [""12:03"", 1.48], [""12:31"", 1.54], [""12:54"", 2.02], [""13:02"", 1.98], [""13:12"", 1.9], [""13:41"", 1.94]]",1.17,,-50.2,,,,-30.0,STOP,DONE,2026-08-12T16:05:34-04:00
TSLA_2026-08-12T10:40:08-04:00,2026-08-12T10:40:08-04:00,TSLA,PUT,322.5,2026-08-14,1DTE,72,,,3.09,,318.5,,no,,,no,no,,"[[""10:41"", 3.0], [""10:58"", 3.18], [""11:32"", 3.23], [""11:46"", 2.9], [""11:52"", 2.55], [""12:03"", 2.35], [""12:31"", 2.11], [""12:54"", 2.01], [""13:02"", 2.04], [""13:12"", 2.06], [""13:41"", 2.42]]",1.75,,-43.4,,,,-30.0,STOP,DONE,2026-08-12T16:05:34-04:00
SPY_2026-08-12T10:41:17-04:00,2026-08-12T10:41:17-04:00,SPY,CALL,773.0,2026-08-13,1DTE,62,,773.26,2.04,773.26,775.5,,no,,,no,no,,"[[""10:41"", 2.05], [""10:58"", 1.74], [""11:32"", 1.64], [""11:46"", 1.48], [""11:52"", 1.56], [""12:03"", 1.63], [""12:31"", 1.65], [""12:54"", 2.04], [""13:02"", 1.98], [""13:12"", 1.92], [""13:41"", 1.79]]",1.56,,-23.5,,,,-23.5,CLOSE,DONE,2026-08-12T16:05:34-04:00
AAPL_2026-08-12T11:43:00-04:00,2026-08-12T11:43:00-04:00,AAPL,PUT,300.0,2026-08-14,1DTE,62,,300.5,1.99,300.5,298.0,,no,,,no,no,,"[[""11:46"", 1.98], [""11:52"", 1.94], [""12:03"", 1.71], [""12:31"", 1.65], [""12:54"", 1.4], [""13:02"", 1.4], [""13:12"", 1.33], [""13:41"", 1.46]]",1.58,,-20.6,,,,-30.0,STOP,DONE,2026-08-12T16:05:34-04:00
AMZN_2026-08-12T11:44:09-04:00,2026-08-12T11:44:09-04:00,AMZN,PUT,267.5,2026-08-14,1DTE,62,,268.9,2.05,268.9,266.25,,yes,2.17,268.71,no,no,,"[[""11:46"", 2.17], [""11:52"", 2.27], [""12:03"", 2.46], [""12:31"", 2.02], [""12:54"", 1.75], [""13:02"", 1.78], [""13:12"", 1.83], [""13:41"", 2.1]]",2.1,,2.4,,-3.2,,2.4,CLOSE,DONE,2026-08-12T16:05:34-04:00
AAPL_2026-08-13T10:43:17-04:00,2026-08-13T10:43:17-04:00,AAPL,CALL,305.0,2026-08-14,1DTE,58,,305.5,1.93,305.5,307.5,,no,,,no,no,,"[[""10:50"", 1.83], [""11:04"", 1.75], [""11:22"", 1.41], [""11:36"", 1.2], [""11:54"", 1.08], [""12:12"", 1.01], [""12:34"", 0.96], [""12:43"", 0.99], [""13:05"", 0.84], [""13:11"", 0.91]]",1.45,,-24.9,,,,-30.0,STOP,DONE,2026-08-13T16:05:39-04:00
META_2026-08-13T10:44:25-04:00,2026-08-13T10:44:25-04:00,META,CALL,592.5,2026-08-14,1DTE,58,,591.5,3.9,591.5,595.35,,no,,,no,no,,"[[""10:50"", 3.51], [""11:04"", 3.72], [""11:22"", 2.9], [""11:36"", 2.59], [""11:54"", 2.16], [""12:12"", 2.71], [""12:34"", 2.72], [""12:43"", 2.98], [""13:05"", 3.05], [""13:11"", 3.19]]",5.9,,51.3,,,,-30.0,STOP,DONE,2026-08-13T16:05:39-04:00
MSFT_2026-08-13T10:45:22-04:00,2026-08-13T10:45:22-04:00,MSFT,CALL,500.0,2026-08-14,1DTE,58,,499.17,2.19,499.17,502.5,,no,,,no,no,,"[[""10:50"", 1.94], [""11:04"", 1.92], [""11:22"", 1.19], [""11:36"", 1.25], [""11:54"", 1.22], [""12:12"", 1.07], [""12:34"", 1.1], [""12:43"", 0.94], [""13:05"", 0.98], [""13:11"", 1.02]]",1.92,,-12.3,,,,-30.0,STOP,DONE,2026-08-13T16:05:39-04:00
NVDA_2026-08-13T10:46:29-04:00,2026-08-13T10:46:29-04:00,NVDA,CALL,227.5,2026-08-14,1DTE,58,,225.97,1.12,225.97,227.5,,yes,0.93,226.17,no,no,,"[[""10:50"", 0.93], [""11:04"", 0.86], [""11:22"", 0.84], [""11:36"", 0.61], [""11:54"", 0.73], [""12:12"", 0.89], [""12:34"", 0.94], [""12:43"", 0.83], [""13:05"", 0.88], [""13:11"", 0.99]]",0.78,,-30.4,,-16.1,,-30.0,STOP,DONE,2026-08-13T16:05:39-04:00
QQQ_2026-08-13T10:47:36-04:00,2026-08-13T10:47:36-04:00,QQQ,CALL,735.0,2026-08-14,1DTE,62,,733.5,2.1,733.5,736.5,,no,,,no,no,,"[[""10:50"", 1.88], [""11:04"", 1.72], [""11:22"", 1.9], [""11:36"", 1.21], [""11:54"", 0.94], [""12:12"", 1.35], [""12:34"", 1.46], [""12:43"", 1.37], [""13:05"", 1.63], [""13:11"", 1.76]]",1.35,,-35.7,,,,-30.0,STOP,DONE,2026-08-13T16:05:39-04:00
